ID,CODIGO_SETOR,NOME_SETOR,ORGAO,ATIVO,CREATED_AT,UPDATED_AT,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TELEFONE,EMAIL,LATITUDE,LONGITUDE
1,013.DICREFIS,Diretoria da Cobrança e Recup de Créditos Fiscais,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
2,013.DRREAT,Delegacia Regional de Fiscalização - Alvorada,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Alvorada,TO,77480000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.4844,-49.1244
3,013.POSFISBAL,Posto Fiscal - Balsa,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Tocantinópolis,TO,77900000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3356,-47.4211
4,013.AGEATBAT,Agência de Atendimento Bandeirantes do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Bandeirantes do Tocantins,TO,77783000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.7635698,-48.579148
5,013.GEDIAT,Gerência da Dívida Ativa,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
6,013.DRFARA,Delegacia Regional de Fiscalização - Araguaína,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguaína,TO,77800000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.191,-48.2072
7,013.AGEATABR,Agência de Atendimento de Abreulândia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Abreulândia,TO,77693000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.6221526,-49.1558343
8,013.CRAALV,Coordenadoria Regional de Arrecadação - Alvorada,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Alvorada,TO,77480000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.4844,-49.1244
9,013.DRFAGI,Delegacia Regional de Fiscalização - Araguatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguatins,TO,77950000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.6489,-48.1244
10,013.DRRECT,Delegacia Regional de Fiscalização - Colinas do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Colinas do Tocantins,TO,77760000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.0594,-48.4744
11,013.AGEATAGU,Agência de Atendimento de Aguiarnópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Aguiarnópolis,TO,77908000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.5644,-48.5244
12,013.AGEATALT,Agência de Atendimento de Aliança do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Aliança do Tocantins,TO,77455000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.3055927,-48.9409096
13,013.DRREG,Delegacia Regional de Fiscalização - Gurupi,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Gurupi,TO,77400000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7292,-49.0686
14,013.DRFMIT,Delegacia Regional de Fiscalização - Miracema,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Miracema do Tocantins,TO,77650000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.5644,-48.3944
15,013.AGEATALM,Agência de Atendimento de Almas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Almas,TO,77310000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.5681309,-47.1702803
16,013.AGECON,Agente de Contratação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
17,013.CEFIS,Central de Execuções Fiscais,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
18,013.DRFPAL,Delegacia Regional de Fiscalização - Palmas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
19,013.AGEATALV,Agência de Atendimento de Alvorada,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Alvorada,TO,77480000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.4844,-49.1244
20,013.AGEATANN,Agência de Atendimento de Ananás,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Ananás,TO,77890000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3644,-48.0744
21,013.POFIBEVI,Posto Fiscal - Bela Vista,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,São Miguel do Tocantins,TO,77925000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.5744,-47.5244
22,013.AGEATANG,Agência de Atendimento de Angico,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Angico,TO,77895000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3893733,-47.8656722
23,013.CEFIS2,Central de Execuções Fiscais - Gurupi,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Gurupi,TO,77400000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7292,-49.0686
24,013.AGEATARN,Agência de Atendimento de Aparecida do Rio Negro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Aparecida do Rio Negro,TO,77620000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.9513491,-47.9773786
25,013.AGEATARG,Agência de Atendimento de Aragominas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Aragominas,TO,77845000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.1654101,-48.525488
26,013.CRAARA,Coordenadoria Regional de Arrecadação - Araguaína,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguaína,TO,77800000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.191,-48.2072
27,013.GESICAP,Gerência de Acomp  do SICAP Contábil,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
28,013.CHASCOM,Chefia da Assessoria de Comunicação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
29,013.SUTES,Superintendência do Tesouro Estadual,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
30,013.GEACONT,Gerência de Acomp Contábil das Unidades Setoriais,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
31,013.GEASC,Gerência de Acomp do Sist Contábil Financeiro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
32,013.GEALOG,Gerência de Administração e Logística,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
33,013.AGEATARC,Agência de Atendimento de Araguacema,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguacema,TO,77690000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.8067391,-49.5560969
34,013.AGEATARU,Agência de Atendimento de Araguaçu,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguaçu,TO,77475000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.2494,-49.8244
35,013.AGEATARA,Agência de Atendimento de Araguaína,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguaína,TO,77800000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.191,-48.2072
36,013.AGEATAGN,Agência de Atendimento de Araguanã,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguanã,TO,77855000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.5799107,-48.6428482
37,013.AGEATAGI,Agência de Atendimento de Araguatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguatins,TO,77950000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.6489,-48.1244
38,013.AGEATARP,Agência de Atendimento de Arapoema,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Arapoema,TO,77780000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.6575001,-49.0641484
39,013.CRAAGUAT,Coordenadoria Regional de Arrecadação - Araguatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Araguatins,TO,77950000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.6489,-48.1244
40,013.DRFPTO,Delegacia Regional de Fiscalização - Paraiso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Paraíso do Tocantins,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1756,-48.8822
41,013.GIRC,Gerência de Implementação de Rotinas Contábeis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
42,013.AGEATARR,Agência de Atendimento de Arraias,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Arraias,TO,77330000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.9294,-46.9394
43,013.AGEATAUG,Agência de Atendimento de Augustinópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Augustinópolis,TO,77980000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.4689,-47.8844
44,013.CHASCOM,Chefia da Assessoria de Comunicação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
45,013.AGEATAUT,Agência de Atendimento de Aurora do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Aurora do Tocantins,TO,77325000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.71045,-46.407604
46,013.AGEATAXT,Agência de Atendimento de Axixá do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Axixá do Tocantins,TO,77930000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.6244,-47.7744
47,013.AGEATBBL,Agência de Atendimento de Babaçulândia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Babaçulândia,TO,77870000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.2244,-47.7744
48,013.CATF,Chefia da Assessoria Técnica Fazendária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
