ID,CODIGO_SETOR,NOME_SETOR,ORGAO,ATIVO,CREATED_AT,UPDATED_AT,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TELEFONE,EMAIL,LATITUDE,LONGITUDE
101,013.AGEATGUR,Agência de Atendimento de Gurupi,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Gurupi,TO,77400000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7292,-49.0686
102,013.AGEATITA,Agência de Atendimento de Itacajá,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITACAJA,TO,77720000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.392935,-47.772615
103,013.AGEATITG,Agência de Atendimento de Itaguatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAGUATINS,TO,77920000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.7696766,-47.4815382
104,013.AGEATITP,Agência de Atendimento de Itapiratins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAPIRATINS,TO,77718000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.3832116,-48.1054968
105,013.GECAS,Gerência de Controle de Acesso ao Siafe,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
106,013.GEARPRO,Gerência de Controle e Acomp de Processos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
107,013.DRFPNA,Delegacia Regional de Fiscalização - Porto Nacional,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PORTO NACIONAL,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7019786,-48.4110952
108,013.DIANP,Diretoria de Acomp, Normas e Procedimentos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
109,013.AGEATITT,Agência de Atendimento de Itaporã do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAPORA DO TOCANTINS,TO,77740000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.571722,-48.689481
110,013.COFAZ,Corregedoria Fazendária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
111,013.AGEATJAT,Agência de Atendimento de Jaú do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,JAU DO TOCANTINS,TO,77390000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.6526649,-48.5922532
112,013.AGEATLAC,Agência de Atendimento de Lagoa da Confusão,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,LAGOA DA CONFUSAO,TO,77483000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7883045,-49.6224431
