ID,CODIGO_SETOR,NOME_SETOR,ORGAO,ATIVO,CREATED_AT,UPDATED_AT,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TELEFONE,EMAIL,LATITUDE,LONGITUDE
201,013.GESDI,Gerência de Segurança Digital,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
202,013.GESDAT,Gerência de Servidores e Data Center,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
203,013.CRAPEF,Coordenadoria Regional de Arrecadação - Pedro Afonso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Pedro Afonso,TO,77710000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.9694,-48.1744
204,013.GESFIN,Gerência de Sistemas Financeiros,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
205,013.CRAPEF,Coordenadoria Regional de Arrecadação - Porto Nacional,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PORTO NACIONAL,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7019786,-48.4110952
206,013.CRAPTO,Coordenadoria Regional de Arrecadação - Paraiso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Paraíso do Tocantins,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1756,-48.8822
207,013.CRATAG,Coordenadoria Regional de Arrecadação - Taguatinga,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TAGUATINGA,TO,77320000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.402404,-46.4365769
208,013.CRATOC,Coordenadoria Regional de Arrecadação - Tocantinópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Tocantinópolis,TO,77900000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3356,-47.4211
209,013.POFIDUPO,Posto Fiscal - Duas Pontes,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TAGUATINGA,TO,77320000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.402404,-46.4365769
210,013.GESITRI,Gerência de Sistemas Tributários,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
211,013.AGEATPRK,Agência de Atendimento de Presidente Kennedy,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PRESIDENTE KENNEDY,TO,77745000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.5340643,-48.5060747
212,013.AGEATPUG,Agência de Atendimento de Pugmil,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PUGMIL,TO,77600000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.4255161,-48.8969824
213,013.GESUT,Gerência de Substituição Tributária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
