ID,CODIGO_SETOR,NOME_SETOR,ORGAO,ATIVO,CREATED_AT,UPDATED_AT,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TELEFONE,EMAIL,LATITUDE,LONGITUDE
251,013.DIGCON,Diretoria de Grandes Contribuintes,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
252,013.SUCOLI,Superintendência de Compras e Central de Licitação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
253,013.GABSEXT,Gabinete do Secretario Executivo do Tesouro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
254,013.AGEATTAG,Agência de Atendimento de Taguatinga,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TAGUATINGA,TO,77300000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.402404,-46.4365769
255,013.POFISEGE,Posto Fiscal - Serra Geral,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TAGUATINGA,TO,77320000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.402404,-46.4365769
256,013.DINFIS,Diretoria de Informações Econômicas e Fiscais,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
257,013.GIRC,Gerência de Implementação de Rotinas Contábeis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
258,013.AGEATTAL,Agência de Atendimento de Talismã,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TALISMA,TO,77483000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.797836,-49.0929839
259,013.CRFCOL,Coordenadoria Regional de Fiscalização - Colinas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Colinas do Tocantins,TO,77760000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.0594,-48.4744
260,013.GABSEXT,Gabinete do Secretario Executivo do Tesouro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
261,013.CRFGUR,Coordenadoria Regional de Fiscalização - Gurupi,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Gurupi,TO,77400000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7292,-49.0686
262,013.CRFMIT,Coordenadoria Regional de Fiscalização - Miracema,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Miracema do Tocantins,TO,77650000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.5644,-48.3944
263,013.DINFRA,Diretoria de Infraestrutura,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
264,013.AGEATTAQ,Agência de Atendimento de Taquaralto,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
265,013.DIN,Diretoria de Inovação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
266,013.DIF,Diretoria de Inteligência Fiscal,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
267,013.MCPPDS,Membro Com P Proc Disc Sindicâncias e Revisão,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
268,013.DILIC,Diretoria de Licitação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
269,013.DIRESF,Diretoria de Responsabilidade Fiscal,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
270,013.DICORP,Diretoria de Sistemas Corporativos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
271,013.DITRIB,Diretoria de Tributação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
272,013.OUVFA,Ouvidoria Fazendária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
273,013.AGEATTCN,Agência de Atendimento de Tocantínia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TOCANTINIA,TO,77640000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.563198,-48.374104
274,013.AGEATTOC,Agência de Atendimento de Tocantinópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Tocantinópolis,TO,77900000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3356,-47.4211
275,013.PRESCONT,Presidência do Contencioso Adm Tributário,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
276,013.CRFPAL,Coordenadoria Regional de Fiscalização - Palmas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
277,013.CRFPEF,Coordenadoria Regional de Fiscalização - Pedro Afonso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
278,013.AGEATTUP,Agência de Atendimento de Tupirama,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TUPIRAMA,TO,77704000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.9746528,-48.1887392
279,013.AGEATWND,Agência de Atendimento de Wanderlândia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,WANDERLANDIA,TO,77860000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.8522727,-47.9653917
280,013.CRFPNA,Coordenadoria Regional de Fiscalização - Porto Nacional,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PORTO NACIONAL,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7019786,-48.4110952
281,013.CRFPTO,Coordenadoria Regional de Fiscalização - Paraiso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Pedro Afonso,TO,77710000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.9694,-48.1744
282,013.CRFTAG,Coordenadoria Regional de Fiscalização - Taguatinga,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TAGUATINGA,TO,77320000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.402404,-46.4365769
283,013.PCPPDS,Presidente Com P Proc Disc Sindicâncias e Revisão,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
284,013.SUCOG,Superintendência de Contabilidade Geral,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
285,013.CRFTOC,Coordenadoria Regional de Fiscalização - Tocantinópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,TOCANTINÓPOLIS,TO,77900000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.3280931,-47.4217673
286,013.DIGET,Diretoria Geral de Gestão Tecnológica,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
287,013.AGEATXMB,Agência de Atendimento de Xambioá,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,XAMBIOA,TO,77880000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.4084693,-48.5336069
288,013.SEGER2,Secretaria-Geral,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
289,013.AGEATMRT,Agência de Atendimento Marianópolis do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,MARIANOPOLIS DO TOCANTINS,TO,77675000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.7962503,-49.6547174
290,013.AGEATSTT,Agência de Atendimento Santa Tereza do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,SANTA TEREZA DO TOCANTINS,TO,77615000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.2816205,-47.8091871
291,013.AGEATSAV,Agência de Atendimento São Valério da Natividade,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,SAO VALERIO,TO,77390000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.974315,-48.235315
